id,source,app_type,review,rating,date
bce430680f2cb46629e737820f40fc66,google_play,customer,I've had good results up untill this day we will see what happens,5,2025-09-27 16:48:48
092f9bbabc1fb03b6f68333179cd6b8c,google_play,customer,Door Dash keeps me sane and family fed. Thank heaven 💓,5,2025-09-27 16:44:52
d67dd55f6996786246c78afd11ce34cb,google_play,customer,"DO NOT USE. they stole $96.0 from me. They tried charging an old bank card and when it was declined they charged my debit card. When I called and cancelled the payment THEY TOOK, I was told to wait 5-7 days for my money to be back on my card. I called my bank 4 days after I called and my bank told me that DOORDASH ISSUED A REFUND THEN CANCELLED THE ISSUED REFUND. When I called yesterday about this they tried saying they have a receipt of the issued refund. My lawyer is working on the case",1,2025-09-27 16:38:50
f724faa1f6ea39053f52fd51ce1c27d6,google_play,customer,yuytu,5,2025-09-27 16:37:25
7bfe1fc0e8931d4cf2339b6c54aaaa85,google_play,customer,"DD does not hold restaurants responsible for sending incorrect, missing, expired, or subpar food. Not to mention paying extreme prices for smaller portions.",2,2025-09-27 16:35:59
efe19936c2b6f1748d42beed02649c8f,google_play,customer,I'm a dasher also and love door dash,4,2025-09-27 16:24:28
d3084131f99baa442f4afaa66ebe969a,google_play,customer,"As a bachelor I have to admit this new take out-app era has really been a huge change in my diet. Granted, the cost of a meal and a few Dashed items can easily run $60+ after a fair tip for the Dasher but with the current prices of food in general after Post-Covid Inflation I don't save much getting out to the market and preparing a full meal anyways. Plus I'm a paraplegic which makes this service a true blessing on those tough days/weeks. The subscription is fair too.",5,2025-09-27 16:20:34
105639fd1adb1cfbaa0372850dbfd6fb,google_play,customer,App doesn't open anymore. Just loads and loads. Switched to Uber Eats.,2,2025-09-27 16:20:23
eeba0916fe970fe1b22b07283594ad65,google_play,customer,it won't let me place my order I already know I have an email there,3,2025-09-27 16:19:40
ef7e77d43c10eeccb192ad3801de9c5f,google_play,customer,great for when I used too use it but just uninstalled and found I can't reinstall because it's not compatible with my moto power g phone or it would be 5 stars,4,2025-09-27 16:01:04
c399a5dc990d6be94081351bee9c7365,google_play,customer,very useful,5,2025-09-27 16:00:00
32ab1898eed5494d3cd023ec255a9ab2,google_play,customer,great app,5,2025-09-27 15:53:40
2fbf1153163adaf18ac51744fa108e99,google_play,customer,rapid,5,2025-09-27 15:48:34
ac5254d8d98786aba281cba61d5cb144,google_play,customer,too expensive,2,2025-09-27 15:47:35
c62ad1896b56392f03dad2291e8f8095,google_play,customer,love this service. works great for me. highly recommend,5,2025-09-27 15:46:12
f98fff98fdc8ad0b2615dd4843dc3685,google_play,customer,yummy,5,2025-09-27 15:43:24
da6b2c7b7c92f0442d77941cbbd3a56d,google_play,customer,bad service barely anyone that delivers speaks or understands English and even with a pen they gave my order to other people and support is extremely slow and doesn't help not an app tou would want im switching to uber eats,1,2025-09-27 15:43:20
507d1bcbc60114dbecee0570e4e700b1,google_play,customer,This company does not know what customer service means. They think people are made of money and don't deserve refunds for missing item not even when entire meal is missing. Worst platform around.,1,2025-09-27 15:43:13
329c48354c1f7b7b93d14069b00b87ab,google_play,customer,Great service and friendly driver,5,2025-09-27 15:36:28
5d779e49fb86ba65a8bad7398c74c2c6,google_play,customer,"Love all the dashers! This is an extraordinary means of homework delivery!,",5,2025-09-27 15:34:35
43dacd08f5cbecf918e67e2c6ed4c473,google_play,customer,professional app for food and essential deliveries,5,2025-09-27 15:21:22
e0cbcaa42d15adfec07747663ae83e11,google_play,customer,great App🙆,5,2025-09-27 15:21:02
f4831ed149bfe5f113ac772403613fcb,google_play,customer,Awesome!,5,2025-09-27 15:00:09
eacef249e937dd7afb949433498b9d51,google_play,customer,works great!,4,2025-09-27 14:57:26
2c0da4d0dc8122a6796ec3fa028d2089,google_play,customer,expensive as hell,1,2025-09-27 14:51:38
98c2cfd37f49fbcbe465c646379fe74c,google_play,customer,Extra fees add a lot of extra cost,2,2025-09-27 14:35:08
89444882ee5d8f484d7491689bf2c092,google_play,customer,just wish they stop extra money to the prices,4,2025-09-27 14:34:28
d50dabb74a56de23098bca7bb8d47773,google_play,customer,great app and service,5,2025-09-27 14:21:31
ee8a8765b7124b407c950c61d08e3a1c,google_play,customer,"very mid and ghetto, Uber would never",1,2025-09-27 13:53:17
17eadad4f15dcf6cf988ce818624598d,google_play,customer,it keeps telling me page not foind when I r\try to order online,1,2025-09-27 13:52:33
74e7dc1dce00afd18021aad56d274bb8,google_play,customer,thank you chef,5,2025-09-27 13:50:37
833a25f97379c8bc54c2e2806be04eb8,google_play,customer,Use this too much lol,5,2025-09-27 13:50:20
ad54c934cb5dd893254319ba884bde19,google_play,customer,Very nice people who do the dashing.,5,2025-09-27 13:44:14
41f73688db02ae4ffdd16ca13de63ccf,google_play,customer,why you so expensive?! gahhhh!,4,2025-09-27 13:40:00
20f4714e6b83608bad69e4f9399d4a6a,google_play,customer,Need to tell your customers that your driver is only getting $2,3,2025-09-27 13:35:20
3fb1e2ab0f20f8b3727486172525d977,google_play,customer,the bedt,5,2025-09-27 13:16:09
0c3e63c747b8b655b2e503d86e772199,google_play,customer,The food and the customer service is great.,5,2025-09-27 13:02:46
e7c53ae53dac96782d22c401d42fd702,google_play,customer,Door Dash is by far the best delivery service.,5,2025-09-27 12:26:56
6c5b7ace944552103020c6e345e2ffa4,google_play,customer,best food app,5,2025-09-27 12:26:48
2a3e8642c70186325001cd5f4fee7fe4,google_play,customer,great,5,2025-09-27 12:18:38
2a75d8c4edb03f78184ce70d06275700,google_play,customer,to damn expensive,3,2025-09-27 12:10:04
700582c9a96a82bc6baaed65f1f8716a,google_play,customer,DoorDash needs a warning for restaurants that refuse special requests that they're risking noncompliance with the ADA.,3,2025-09-27 12:07:46
ccedda007630b03db157bc7e60bc8f02,google_play,customer,Usually a good app to use but because of a recent order where the driver maliciously did not leave the food taking a picture of his dashboard and the drop off pin being three buildings down and customer service refusing to make it right and telling me I would recieve a call back from a manager ASAP of which three days later and still no call I will be Uninstalling the app and not using their services anymore.,2,2025-09-27 11:18:01
840bd49f19cc8aa90b0678add26ee1ea,google_play,customer,not available to install,1,2025-09-27 10:39:05
495461af47a7a9465881e6b776b8ef9b,google_play,customer,"easy to use, helpful, lots of item info and deals!",5,2025-09-27 10:35:42
dbae1a9d52722ac1520a182357934f65,google_play,customer,They have a great delivery service.,5,2025-09-27 10:35:04
d3ab4e49cb292aa2de3a1669429bc9c0,google_play,customer,easy to use,5,2025-09-27 10:27:09
d5896d83e1b542d93935e28c40f790d1,google_play,customer,"rip off artists. non existent customer service. you get screwed over, too bad, no one to fix it.",1,2025-09-27 09:56:52
51d9a1b332a8aaa4616524edae977906,google_play,customer,easy and convenient,5,2025-09-27 09:09:24
b1e39f4ef2ff66deaa96728413af5f57,google_play,customer,this company wrongly terminated me put the wrong date I'm going to lawyer up I'm going with Longoria n Longoria in Tampa Florida..,2,2025-09-27 08:51:05
6efb10c2896af7d5762c1605e4660399,google_play,customer,"Well I got a pizza and driver had my pizza sideways, took pictures and reported to doordash but they said it wasn't enough evidence for a refund so now I will not be using doordash anymore. The food is already expensive so if you can't handle my food with care but want to take my money then it's a no...you lost a customer forever and pray no one else uses your services",1,2025-09-27 08:15:39
36562862f725e68ec16acaebbb4d198b,google_play,customer,I could not select a deal that was very good because a required selection had no options to select instead I had to get a far inferior meal deal that I didn't really want. but still had the main item but not really anything else I wanted.,2,2025-09-27 06:50:08
ed5ae7df07d8211182f0875fc6a54603,google_play,customer,door dash have too many people stealing other people food then saying they complete the dash please bring back the pin # for the dasher to complete the dash that only way to keep people from stealing,1,2025-09-27 05:34:52
01bbd0e705affac5a9406d2ff3361a8c,google_play,customer,it's expensive,4,2025-09-27 04:16:52
