id,source,app_type,review,rating,date
7e6f764126aeade087e2adfc39b54bc2,google_play,customer,never been disappointed,5,2025-09-28 03:56:59
eec92242556d3d8eb8ab37f5d2655cf6,google_play,customer,yayyyy foooood,5,2025-09-28 00:43:57
a085d922dd78b980f600cedd80ae58d8,google_play,customer,"App usually works well enough, however my latest gripe is due to a recent update that insists on sticking the 'upgrade to GH+' button *directly over the 'place order' button* so I can't place an order 'til the previous button times out and disappears (I can't swipe it away or otherwise remove it). It goes without saying I already *have* GH+. Still wish there was a dedicated, static section for the restaurants we've saved, but hey.",3,2025-09-27 22:53:03
b012091d00ff7d30955d9016b6a2a5d0,google_play,customer,"Fraudulent Business that enables criminal drivers/workers! No products were received, and no help from GrubHub corporate employee. Credit Card fraud in that it enables drivers to imply they are providing a service, yet the high number of reports of items not being received and drivers playing ""But I left it at your door, oh must be your neighbors"", and try to provide a picture of buildings and residences rather than actual delivery items at your doorstep as proof of dleivery.",1,2025-09-27 22:36:16
319294848158699b8fb1fa7ccc3874fa,google_play,customer,"WHY DO I NEED TO PROVIDE A DELIVERY CODE?!?! this ""random delivery number"" it's ridiculous. I do no contact delivery for a reason. but now I'm forced to send a number to the delivery person which they can't drop off till they get, but yet I can't send the number till I confirm the number till the order is dropped??? make it make sense! YOUR PROBLEM IS THE DELIVERY DRIVERS YOU HIRE NOT THE CONSUMER. Delivery code does not work! yet again it's making things worse for drivers and customers! CRAZY",1,2025-09-27 22:00:04
59fa5805f6596adf681b2c00ea43ba34,google_play,customer,they wouldn't let me cancel my order for any reason.,1,2025-09-27 21:48:28
aff3a823f9e011a24c9c3bea7192c1d3,google_play,customer,Demanding that I give you a rating means you're getting a 1 star rating.,1,2025-09-27 21:10:38
3de14e8d487f24ff72f22355113008ae,google_play,customer,"Awful app. Pain to use, with awful navigation and sorting/searching options. Bad fees of course, and also really frustrating identifying some pastas as 21+, also preventing gift card use. Really awful overall",1,2025-09-27 21:03:10
6a9bbaad8e008815fa4b707a3b875ce8,google_play,customer,i should not have to disconnect my vpn just to be able to order dinner.,1,2025-09-27 20:57:10
aeae42c55e93a02fd7cffab39f2099a2,google_play,customer,cancelled order with no explanation,2,2025-09-27 20:15:05
b91579ae922aa6a776c5b9cc648d7bd9,google_play,customer,Always do a good job and are personable!,4,2025-09-27 18:57:53
ab47d4b7e7aee54b789ae5e389df7cdd,google_play,customer,pooh,1,2025-09-27 18:28:35
07abbce7693df9818f9fa8c05f95c701,google_play,customer,"they don't make clear when fees are from grubhub or another service the restaurant is using. considering the prices are inflated compared to when you go to the store, it's hard to believe you're only paying a service fee to get food delivered and it's made worse when you know the delivery fee isn't even going to the driver",2,2025-09-27 18:07:46
6997de081471f6d269778f00d1a3eff0,google_play,customer,The last two weekends in a roll we did not receive our full orders and I had to reorder the items that were missing. I never received a refund from last weekend I probably want get a refund again. I will not order from Grub Hub again if I don't get my refunds .,2,2025-09-27 18:05:13
3d29644e1e17f48ef0d73ae15aa0536a,google_play,customer,Grubbin!,5,2025-09-27 16:57:18
b5fe725ec463934172e179c8ef005c67,google_play,customer,Good service.,5,2025-09-27 16:55:48
dd810fe3b312bbae351763ba17003072,google_play,customer,Love that on days I hurt too much to go out I can still have a nice lunch I didn't have to make. Thank You GH.. 😊 it a great service and I appreciate it.,5,2025-09-27 15:20:58
87945eb33611510a27c1b6cd8ca67021,google_play,customer,New AI chatbot is worthless and doesn't actually do anything to help.,1,2025-09-27 14:30:56
37f65d9f3f0d33c6373aa358abda97b0,google_play,customer,"Originally celebrated is now a negative. Driver forgot my desert drink and Grubhub would not refund because of too many refund requests? Next one, the restaurant made my food wrong and I thought partial refund. No partial refund for the same reason. These are not my fault. They need to add a section of restaurants that have a rating of getting the order correct for the consumer. And an alert check list for the drivers to double check that they didn't leave the customers drink in their cup holder",1,2025-09-27 14:29:21
56db57609263d38b0645386eae9c453f,google_play,customer,I've been waiting on my order for 2 hours!! The driver won't answer the phone or text. So I had to reorder my food. I just wasted 23.00$,2,2025-09-27 14:19:21
07b3fc9e8f1b0ba1d3d983078318d4a8,google_play,customer,love it!,3,2025-09-27 13:30:07
839ca4f9b79176939dabdf886d505178,google_play,customer,GrubHub needs a warning for restaurants that refuse special requests that they're risking noncompliance with the ADA.,3,2025-09-27 12:06:47
ec9f17317d062206b8cdac4dfdedde03,google_play,customer,"The fees they charge are ridiculous, the more items you order, the higher the fees, I would love to understand their justification behind the fees. in addition, tips are mandatory. I will not be using GrubHub moving forward. They exploit customers.",1,2025-09-27 10:36:02
46047057050a55eb4fa5a01fe20f7778,google_play,customer,they sent my food to the wrong town and wrong address,1,2025-09-27 08:13:15
769ab53f5159a3dd6db80b09f9fa58c8,google_play,customer,"Fast and friendly service, with timely texts and notifications from both driver and service. Reasonable fees and charges.",5,2025-09-26 23:17:06
7dda67dafd12d43429b2d915293c86a2,google_play,customer,way too many mistakes and horrible customerservice for issues,3,2025-09-26 21:17:52
035f855061a41aedb44692540df513d6,google_play,customer,Great experience.,5,2025-09-26 21:15:00
1c61a44997fb8c4104c4069a2b0c428c,google_play,customer,they have fake inflated prices again in a 3 week period. and its not the shops its grub hub being greedy.,1,2025-09-26 20:08:20
094dc01509ed542d6df26225ffc35770,google_play,customer,For some reason they will not use the locations closest to me.,3,2025-09-26 19:38:55
11975a30e69513770c2a9cdeef43fbee,google_play,customer,"perfect for when I don't feel like leaving the house. I would use it more if the prices aren't so exaggerated. fees and tips, I get it but the items are also increased. hence the 4",4,2025-09-26 19:27:39
e5b228d29aa7f48671655d6b589bd14f,google_play,customer,horrible design for user friendliness,1,2025-09-26 18:54:47
24094702c1bc843fb963d18e57b9e420,google_play,customer,so easy to order. delivery times are always nearly doubled from other sites. that's always disappointing. drivers are always nice.,5,2025-09-26 17:21:36
9387391cabaa4575eafb9ad1ab42f59e,google_play,customer,Shady buisness. Drove for these guys for 3 years then banned and they don't tell you why. Use doordash or Uber if they're in your area.,1,2025-09-26 15:38:35
f0db651e5ca11ec111b5f7166eb3b6b0,google_play,customer,love it..very convenient when pressed for time!,5,2025-09-26 15:35:44
5795a3d39c5003bc2ba2db9a8e9a3b23,google_play,customer,"I've used the app only about a dozen times so perhaps my experience might be atypical, but every time I've ordered and received food has been just fine. The couple of instances where a driver had stop(s) ahead of mine still managed to get me my chow hot or nearly so. Maybe it's my locale, but I wouldn't change a thing.",5,2025-09-26 13:11:20
1fc6653b4c9522a4f700e3304a7d4a11,google_play,customer,better than Doordarshan to me well for now.,5,2025-09-26 12:52:04
7b82c719efff4188a7a4ccf341467f2c,google_play,customer,"even though we have prime, which reduces costs, it takes almost 90 mins for anything to arrive or order gets cancelled 60 mins into waiting for it to be picked up.",2,2025-09-26 12:18:27
08efa76ccef33e8e3b0c0f15b694db56,google_play,customer,awesome I love it!,5,2025-09-26 12:12:57
cf0245112ee7cb6530d95006cee34be1,google_play,customer,great place for breakfast and lunch. can't go wrong.,5,2025-09-26 11:49:10
2d7560beb76d6700f7a0a14ddbe2323d,google_play,customer,they happily drive in Atlanta😍,5,2025-09-26 05:05:30
0c451b9690ab3d7630a9099189bc1835,google_play,customer,doordash has at minimum a $14 operations fee now.,5,2025-09-26 02:09:59
836d04ab683dce3830a08d10606c1098,google_play,customer,hard to see anything with the ads covering the screen. Even if you have plus you still get all the ads... still,2,2025-09-25 23:44:10
eb4470d283006c7a7868097bf8faff47,google_play,customer,love the service,5,2025-09-25 22:09:35
b3318801c8abf4f7eef0f6592649fbc5,google_play,customer,"I prefer Grubhub over other delivery apps, very easy to use",5,2025-09-25 20:03:17
dd3f68edf7a917cdd1eeb3762ea784dd,google_play,customer,"This app does not work AT ALL. When I attempt to put in a delivery address, it lets me enter the information but then has no way to proceed. When I click a suggested address, nothing happens. It took me many tries to finally get this to work and move on. I have attempted to place 2 different orders from different restaurants on different days. I cannot proceed past ""review order"" because the app says something went wrong.",1,2025-09-25 18:44:53
f50f9a37d3f1ffd1ecc6120edf0ec343,google_play,customer,"I had an issue with an Order, and the customer service was great!",5,2025-09-25 18:28:11
38db2ddb858db17457d562b6ef374822,google_play,customer,Decent prices and an easy to use interface,3,2025-09-25 18:17:26
